Variable,Year,Value,County2
life_expectancy_gap,2019,,Tazewell County
life_expectancy_gap,2019,-3,Warren County
life_expectancy_gap,2019,,Washington County
life_expectancy_gap,2019,-4,Westmoreland County
life_expectancy_gap,2019,-1,Wise County
life_expectancy_gap,2019,,Wythe County
life_expectancy_gap,2019,2,York County
life_expectancy_gap,2019,5,Alexandria City
life_expectancy_gap,2019,,Bristol City
life_expectancy_gap,2019,,Buena Vista City
life_expectancy_gap,2019,7,Charlottesville City
life_expectancy_gap,2019,1,Chesapeake City
life_expectancy_gap,2019,7,Colonial Heights City
life_expectancy_gap,2019,,Covington City
life_expectancy_gap,2019,1,Danville City
life_expectancy_gap,2019,,Emporia City
life_expectancy_gap,2019,,Fairfax City
life_expectancy_gap,2019,,Falls Church City
life_expectancy_gap,2019,6,Franklin City
life_expectancy_gap,2019,3,Fredericksburg City
life_expectancy_gap,2019,,Galax City
life_expectancy_gap,2019,0,Hampton City
life_expectancy_gap,2019,3,Harrisonburg City
life_expectancy_gap,2019,-3,Hopewell City
life_expectancy_gap,2019,,Lexington City
life_expectancy_gap,2019,6,Lynchburg City
life_expectancy_gap,2019,0,Manassas City
life_expectancy_gap,2019,5,Manassas Park City
life_expectancy_gap,2019,2,Martinsville City
life_expectancy_gap,2019,4,Newport News City
life_expectancy_gap,2019,4,Norfolk City
life_expectancy_gap,2019,,Norton City
life_expectancy_gap,2019,-8,Petersburg City
life_expectancy_gap,2019,,Poquoson City
life_expectancy_gap,2019,3,Portsmouth City
life_expectancy_gap,2019,2,Radford City
life_expectancy_gap,2019,10,Richmond City
life_expectancy_gap,2019,0,Roanoke City
life_expectancy_gap,2019,2,Salem City
life_expectancy_gap,2019,-1,Staunton City
life_expectancy_gap,2019,2,Suffolk City
life_expectancy_gap,2019,3,Virginia Beach City
life_expectancy_gap,2019,-2,Waynesboro City
life_expectancy_gap,2019,7,Williamsburg City
life_expectancy_gap,2019,2,Winchester City
life_expectancy_gap,2020,5,Accomack County
life_expectancy_gap,2020,6,Albemarle County
life_expectancy_gap,2020,,Alleghany County
life_expectancy_gap,2020,-1,Amelia County
life_expectancy_gap,2020,0,Amherst County
life_expectancy_gap,2020,3,Appomattox County
life_expectancy_gap,2020,6,Arlington County
life_expectancy_gap,2020,-8,Augusta County
life_expectancy_gap,2020,,Bath County
life_expectancy_gap,2020,2,Bedford County
life_expectancy_gap,2020,,Bland County
life_expectancy_gap,2020,,Botetourt County
life_expectancy_gap,2020,4,Brunswick County
life_expectancy_gap,2020,,Buchanan County
life_expectancy_gap,2020,4,Buckingham County
life_expectancy_gap,2020,2,Campbell County
life_expectancy_gap,2020,-1,Caroline County
life_expectancy_gap,2020,,Carroll County
life_expectancy_gap,2020,1,Charles City County
life_expectancy_gap,2020,3,Charlotte County
life_expectancy_gap,2020,2,Chesterfield County
life_expectancy_gap,2020,,Clarke County
life_expectancy_gap,2020,,Craig County
life_expectancy_gap,2020,4,Culpeper County
life_expectancy_gap,2020,3,Cumberland County
life_expectancy_gap,2020,,Dickenson County
life_expectancy_gap,2020,-1,Dinwiddie County
life_expectancy_gap,2020,4,Essex County
life_expectancy_gap,2020,1,Fairfax County
life_expectancy_gap,2020,4,Fauquier County
life_expectancy_gap,2020,,Floyd County
life_expectancy_gap,2020,6,Fluvanna County
life_expectancy_gap,2020,1,Franklin County
life_expectancy_gap,2020,0,Frederick County
life_expectancy_gap,2020,,Giles County
life_expectancy_gap,2020,4,Gloucester County
life_expectancy_gap,2020,8,Goochland County
life_expectancy_gap,2020,,Grayson County
life_expectancy_gap,2020,,Greene County
life_expectancy_gap,2020,1,Greensville County
life_expectancy_gap,2020,4,Halifax County
life_expectancy_gap,2020,4,Hanover County
life_expectancy_gap,2020,1,Henrico County
life_expectancy_gap,2020,-1,Henry County
life_expectancy_gap,2020,,Highland County
life_expectancy_gap,2020,4,Isle of Wight County
life_expectancy_gap,2020,5,James City County
life_expectancy_gap,2020,2,King and Queen County
life_expectancy_gap,2020,1,King George County
life_expectancy_gap,2020,4,King William County
life_expectancy_gap,2020,5,Lancaster County
life_expectancy_gap,2020,,Lee County
life_expectancy_gap,2020,1,Loudoun County
life_expectancy_gap,2020,3,Louisa County
life_expectancy_gap,2020,7,Lunenburg County
life_expectancy_gap,2020,,Madison County
life_expectancy_gap,2020,,Mathews County
life_expectancy_gap,2020,6,Mecklenburg County
life_expectancy_gap,2020,-2,Middlesex County
life_expectancy_gap,2020,5,Montgomery County
life_expectancy_gap,2020,4,Nelson County
life_expectancy_gap,2020,1,New Kent County
life_expectancy_gap,2020,6,Northampton County
life_expectancy_gap,2020,5,Northumberland County
life_expectancy_gap,2020,2,Nottoway County
life_expectancy_gap,2020,4,Orange County
life_expectancy_gap,2020,,Page County
life_expectancy_gap,2020,,Patrick County
life_expectancy_gap,2020,3,Pittsylvania County
life_expectancy_gap,2020,0,Powhatan County
life_expectancy_gap,2020,7,Prince Edward County
life_expectancy_gap,2020,-3,Prince George County
life_expectancy_gap,2020,2,Prince William County
life_expectancy_gap,2020,2,Pulaski County
life_expectancy_gap,2020,,Rappahannock County
life_expectancy_gap,2020,5,Richmond County
life_expectancy_gap,2020,1,Roanoke County
life_expectancy_gap,2020,,Rockbridge County
life_expectancy_gap,2020,5,Rockingham County
life_expectancy_gap,2020,,Russell County
life_expectancy_gap,2020,,Scott County
life_expectancy_gap,2020,,Shenandoah County
life_expectancy_gap,2020,,Smyth County
life_expectancy_gap,2020,1,Southampton County
life_expectancy_gap,2020,-1,Spotsylvania County
life_expectancy_gap,2020,1,Stafford County
life_expectancy_gap,2020,-2,Surry County
life_expectancy_gap,2020,-1,Sussex County
life_expectancy_gap,2020,,Tazewell County
life_expectancy_gap,2020,-2,Warren County
life_expectancy_gap,2020,,Washington County
life_expectancy_gap,2020,-3,Westmoreland County
life_expectancy_gap,2020,-2,Wise County
life_expectancy_gap,2020,,Wythe County
life_expectancy_gap,2020,1,York County
life_expectancy_gap,2020,7,Alexandria City
life_expectancy_gap,2020,,Bristol City
life_expectancy_gap,2020,,Buena Vista City
life_expectancy_gap,2020,8,Charlottesville City
life_expectancy_gap,2020,2,Chesapeake City
life_expectancy_gap,2020,4,Colonial Heights City
life_expectancy_gap,2020,,Covington City
life_expectancy_gap,2020,0,Danville City
life_expectancy_gap,2020,,Emporia City
life_expectancy_gap,2020,,Fairfax City
life_expectancy_gap,2020,,Falls Church City
life_expectancy_gap,2020,8,Franklin City
life_expectancy_gap,2020,3,Fredericksburg City
life_expectancy_gap,2020,,Galax City
life_expectancy_gap,2020,0,Hampton City
life_expectancy_gap,2020,3,Harrisonburg City
life_expectancy_gap,2020,-2,Hopewell City
life_expectancy_gap,2020,,Lexington City
life_expectancy_gap,2020,6,Lynchburg City
life_expectancy_gap,2020,1,Manassas City
life_expectancy_gap,2020,-9,Manassas Park City
life_expectancy_gap,2020,1,Martinsville City
life_expectancy_gap,2020,5,Newport News City
life_expectancy_gap,2020,6,Norfolk City
life_expectancy_gap,2020,,Norton City
life_expectancy_gap,2020,-7,Petersburg City
life_expectancy_gap,2020,,Poquoson City
life_expectancy_gap,2020,3,Portsmouth City
life_expectancy_gap,2020,-2,Radford City
life_expectancy_gap,2020,11,Richmond City
life_expectancy_gap,2020,2,Roanoke City
life_expectancy_gap,2020,0,Salem City
life_expectancy_gap,2020,0,Staunton City
life_expectancy_gap,2020,3,Suffolk City
life_expectancy_gap,2020,3,Virginia Beach City
life_expectancy_gap,2020,0,Waynesboro City
life_expectancy_gap,2020,10,Williamsburg City
life_expectancy_gap,2020,1,Winchester City
life_expectancy_white,2017,77,Accomack County
life_expectancy_white,2017,83,Albemarle County
life_expectancy_white,2017,,Alleghany County
life_expectancy_white,2017,77,Amelia County
life_expectancy_white,2017,80,Amherst County
life_expectancy_white,2017,78,Appomattox County
life_expectancy_white,2017,85,Arlington County
life_expectancy_white,2017,81,Augusta County
life_expectancy_white,2017,,Bath County
life_expectancy_white,2017,79,Bedford County
life_expectancy_white,2017,,Bland County
life_expectancy_white,2017,,Botetourt County
life_expectancy_white,2017,77,Brunswick County
life_expectancy_white,2017,,Buchanan County
life_expectancy_white,2017,78,Buckingham County
life_expectancy_white,2017,78,Campbell County
life_expectancy_white,2017,77,Caroline County
life_expectancy_white,2017,,Carroll County
life_expectancy_white,2017,78,Charles City County
life_expectancy_white,2017,77,Charlotte County
life_expectancy_white,2017,80,Chesterfield County
life_expectancy_white,2017,,Clarke County
life_expectancy_white,2017,,Craig County
life_expectancy_white,2017,78,Culpeper County
life_expectancy_white,2017,80,Cumberland County
life_expectancy_white,2017,,Dickenson County
life_expectancy_white,2017,77,Dinwiddie County
life_expectancy_white,2017,77,Essex County
life_expectancy_white,2017,84,Fairfax County
life_expectancy_white,2017,80,Fauquier County
life_expectancy_white,2017,,Floyd County
life_expectancy_white,2017,80,Fluvanna County
life_expectancy_white,2017,78,Franklin County
life_expectancy_white,2017,80,Frederick County
life_expectancy_white,2017,,Giles County
life_expectancy_white,2017,77,Gloucester County
life_expectancy_white,2017,82,Goochland County
life_expectancy_white,2017,,Grayson County
life_expectancy_white,2017,,Greene County
life_expectancy_white,2017,72,Greensville County
life_expectancy_white,2017,76,Halifax County
life_expectancy_white,2017,80,Hanover County
life_expectancy_white,2017,79,Henrico County
life_expectancy_white,2017,76,Henry County
life_expectancy_white,2017,,Highland County
life_expectancy_white,2017,80,Isle of Wight County
life_expectancy_white,2017,82,James City County
life_expectancy_white,2017,81,King and Queen County
life_expectancy_white,2017,79,King George County
life_expectancy_white,2017,77,King William County
life_expectancy_white,2017,78,Lancaster County
life_expectancy_white,2017,,Lee County
life_expectancy_white,2017,83,Loudoun County
life_expectancy_white,2017,79,Louisa County
life_expectancy_white,2017,78,Lunenburg County
life_expectancy_white,2017,,Madison County
life_expectancy_white,2017,,Mathews County
life_expectancy_white,2017,76,Mecklenburg County
life_expectancy_white,2017,78,Middlesex County
life_expectancy_white,2017,80,Montgomery County
life_expectancy_white,2017,77,Nelson County
life_expectancy_white,2017,79,New Kent County
life_expectancy_white,2017,77,Northampton County
life_expectancy_white,2017,81,Northumberland County
life_expectancy_white,2017,77,Nottoway County
life_expectancy_white,2017,77,Orange County
life_expectancy_white,2017,,Page County
life_expectancy_white,2017,,Patrick County
life_expectancy_white,2017,78,Pittsylvania County
life_expectancy_white,2017,80,Powhatan County
life_expectancy_white,2017,78,Prince Edward County
life_expectancy_white,2017,79,Prince George County
life_expectancy_white,2017,81,Prince William County
life_expectancy_white,2017,76,Pulaski County
life_expectancy_white,2017,,Rappahannock County
life_expectancy_white,2017,75,Richmond County
life_expectancy_white,2017,79,Roanoke County
life_expectancy_white,2017,,Rockbridge County
life_expectancy_white,2017,81,Rockingham County
life_expectancy_white,2017,,Russell County
life_expectancy_white,2017,,Scott County
life_expectancy_white,2017,79,Shenandoah County
life_expectancy_white,2017,,Smyth County
life_expectancy_white,2017,81,Southampton County
life_expectancy_white,2017,79,Spotsylvania County
life_expectancy_white,2017,80,Stafford County
life_expectancy_white,2017,76,Surry County
life_expectancy_white,2017,74,Sussex County
life_expectancy_white,2017,,Tazewell County
life_expectancy_white,2017,77,Warren County
life_expectancy_white,2017,,Washington County
life_expectancy_white,2017,76,Westmoreland County
life_expectancy_white,2017,72,Wise County
life_expectancy_white,2017,,Wythe County
life_expectancy_white,2017,83,York County
life_expectancy_white,2017,84,Alexandria City
life_expectancy_white,2017,,Bristol City
life_expectancy_white,2017,,Buena Vista City
life_expectancy_white,2017,80,Charlottesville City
life_expectancy_white,2017,79,Chesapeake City
life_expectancy_white,2017,74,Colonial Heights City
life_expectancy_white,2017,,Covington City
life_expectancy_white,2017,72,Danville City
life_expectancy_white,2017,,Emporia City
life_expectancy_white,2017,79,Fairfax City
life_expectancy_white,2017,,Falls Church City
life_expectancy_white,2017,72,Franklin City
life_expectancy_white,2017,78,Fredericksburg City
life_expectancy_white,2017,,Galax City
life_expectancy_white,2017,77,Hampton City
life_expectancy_white,2017,79,Harrisonburg City
life_expectancy_white,2017,71,Hopewell City
life_expectancy_white,2017,,Lexington City
life_expectancy_white,2017,79,Lynchburg City
life_expectancy_white,2017,78,Manassas City
life_expectancy_white,2017,91,Manassas Park City
life_expectancy_white,2017,68,Martinsville City
life_expectancy_white,2017,78,Newport News City
life_expectancy_white,2017,77,Norfolk City
life_expectancy_white,2017,,Norton City
life_expectancy_white,2017,63,Petersburg City
life_expectancy_white,2017,,Poquoson City
life_expectancy_white,2017,75,Portsmouth City
life_expectancy_white,2017,76,Radford City
life_expectancy_white,2017,82,Richmond City
life_expectancy_white,2017,75,Roanoke City
life_expectancy_white,2017,75,Salem City
life_expectancy_white,2017,75,Staunton City
life_expectancy_white,2017,79,Suffolk City
life_expectancy_white,2017,80,Virginia Beach City
life_expectancy_white,2017,75,Waynesboro City
life_expectancy_white,2017,91,Williamsburg City
life_expectancy_white,2017,78,Winchester City
life_expectancy_white,2018,77,Accomack County
life_expectancy_white,2018,83,Albemarle County
life_expectancy_white,2018,,Alleghany County
life_expectancy_white,2018,76,Amelia County
life_expectancy_white,2018,79,Amherst County
life_expectancy_white,2018,78,Appomattox County
life_expectancy_white,2018,85,Arlington County
life_expectancy_white,2018,80,Augusta County
life_expectancy_white,2018,,Bath County
life_expectancy_white,2018,78,Bedford County
life_expectancy_white,2018,,Bland County
life_expectancy_white,2018,,Botetourt County
life_expectancy_white,2018,77,Brunswick County
life_expectancy_white,2018,,Buchanan County
life_expectancy_white,2018,79,Buckingham County
life_expectancy_white,2018,78,Campbell County
life_expectancy_white,2018,77,Caroline County
life_expectancy_white,2018,,Carroll County
life_expectancy_white,2018,76,Charles City County
life_expectancy_white,2018,76,Charlotte County
life_expectancy_white,2018,79,Chesterfield County
life_expectancy_white,2018,,Clarke County
life_expectancy_white,2018,,Craig County
life_expectancy_white,2018,77,Culpeper County
life_expectancy_white,2018,80,Cumberland County
life_expectancy_white,2018,,Dickenson County
life_expectancy_white,2018,77,Dinwiddie County
life_expectancy_white,2018,77,Essex County
life_expectancy_white,2018,84,Fairfax County
life_expectancy_white,2018,79,Fauquier County
life_expectancy_white,2018,,Floyd County
life_expectancy_white,2018,81,Fluvanna County
life_expectancy_white,2018,78,Franklin County
life_expectancy_white,2018,80,Frederick County
life_expectancy_white,2018,,Giles County
life_expectancy_white,2018,76,Gloucester County
life_expectancy_white,2018,83,Goochland County
life_expectancy_white,2018,,Grayson County
life_expectancy_white,2018,,Greene County
life_expectancy_white,2018,74,Greensville County
life_expectancy_white,2018,75,Halifax County
life_expectancy_white,2018,80,Hanover County
life_expectancy_white,2018,79,Henrico County
life_expectancy_white,2018,76,Henry County
life_expectancy_white,2018,,Highland County
life_expectancy_white,2018,79,Isle of Wight County
life_expectancy_white,2018,82,James City County
life_expectancy_white,2018,77,King and Queen County
life_expectancy_white,2018,79,King George County
life_expectancy_white,2018,78,King William County
life_expectancy_white,2018,77,Lancaster County
life_expectancy_white,2018,,Lee County
life_expectancy_white,2018,83,Loudoun County
life_expectancy_white,2018,78,Louisa County
life_expectancy_white,2018,78,Lunenburg County
life_expectancy_white,2018,,Madison County
life_expectancy_white,2018,,Mathews County
life_expectancy_white,2018,75,Mecklenburg County
life_expectancy_white,2018,77,Middlesex County
life_expectancy_white,2018,80,Montgomery County
life_expectancy_white,2018,78,Nelson County
life_expectancy_white,2018,80,New Kent County
life_expectancy_white,2018,79,Northampton County
life_expectancy_white,2018,82,Northumberland County
life_expectancy_white,2018,76,Nottoway County
life_expectancy_white,2018,77,Orange County
life_expectancy_white,2018,,Page County
life_expectancy_white,2018,,Patrick County
life_expectancy_white,2018,78,Pittsylvania County
life_expectancy_white,2018,80,Powhatan County
life_expectancy_white,2018,78,Prince Edward County
life_expectancy_white,2018,79,Prince George County
life_expectancy_white,2018,81,Prince William County
life_expectancy_white,2018,76,Pulaski County
life_expectancy_white,2018,,Rappahannock County
life_expectancy_white,2018,77,Richmond County
life_expectancy_white,2018,79,Roanoke County
life_expectancy_white,2018,,Rockbridge County
life_expectancy_white,2018,81,Rockingham County
life_expectancy_white,2018,,Russell County
life_expectancy_white,2018,,Scott County
life_expectancy_white,2018,79,Shenandoah County
life_expectancy_white,2018,,Smyth County
life_expectancy_white,2018,79,Southampton County
life_expectancy_white,2018,79,Spotsylvania County
life_expectancy_white,2018,80,Stafford County
life_expectancy_white,2018,77,Surry County
life_expectancy_white,2018,73,Sussex County
life_expectancy_white,2018,,Tazewell County
life_expectancy_white,2018,76,Warren County
life_expectancy_white,2018,,Washington County
life_expectancy_white,2018,76,Westmoreland County
life_expectancy_white,2018,73,Wise County
life_expectancy_white,2018,,Wythe County
life_expectancy_white,2018,83,York County
life_expectancy_white,2018,85,Alexandria City
life_expectancy_white,2018,,Bristol City
life_expectancy_white,2018,,Buena Vista City
life_expectancy_white,2018,81,Charlottesville City
life_expectancy_white,2018,79,Chesapeake City
life_expectancy_white,2018,74,Colonial Heights City
life_expectancy_white,2018,,Covington City
life_expectancy_white,2018,73,Danville City
life_expectancy_white,2018,,Emporia City
life_expectancy_white,2018,79,Fairfax City
life_expectancy_white,2018,,Falls Church City
life_expectancy_white,2018,72,Franklin City
life_expectancy_white,2018,79,Fredericksburg City
life_expectancy_white,2018,,Galax City
life_expectancy_white,2018,77,Hampton City
life_expectancy_white,2018,79,Harrisonburg City
life_expectancy_white,2018,70,Hopewell City
life_expectancy_white,2018,,Lexington City
life_expectancy_white,2018,79,Lynchburg City
life_expectancy_white,2018,77,Manassas City
life_expectancy_white,2018,94,Manassas Park City
life_expectancy_white,2018,70,Martinsville City
life_expectancy_white,2018,78,Newport News City
life_expectancy_white,2018,77,Norfolk City
life_expectancy_white,2018,,Norton City
life_expectancy_white,2018,62,Petersburg City
life_expectancy_white,2018,,Poquoson City
life_expectancy_white,2018,75,Portsmouth City
life_expectancy_white,2018,77,Radford City
life_expectancy_white,2018,83,Richmond City
life_expectancy_white,2018,74,Roanoke City
life_expectancy_white,2018,75,Salem City
life_expectancy_white,2018,75,Staunton City
life_expectancy_white,2018,79,Suffolk City
life_expectancy_white,2018,81,Virginia Beach City
life_expectancy_white,2018,76,Waynesboro City
life_expectancy_white,2018,89,Williamsburg City
life_expectancy_white,2018,78,Winchester City
life_expectancy_white,2019,78,Accomack County
life_expectancy_white,2019,83,Albemarle County
life_expectancy_white,2019,,Alleghany County
life_expectancy_white,2019,75,Amelia County
life_expectancy_white,2019,78,Amherst County
life_expectancy_white,2019,78,Appomattox County
life_expectancy_white,2019,86,Arlington County
life_expectancy_white,2019,81,Augusta County
life_expectancy_white,2019,,Bath County
life_expectancy_white,2019,79,Bedford County
life_expectancy_white,2019,,Bland County
life_expectancy_white,2019,,Botetourt County
life_expectancy_white,2019,75,Brunswick County
life_expectancy_white,2019,,Buchanan County
life_expectancy_white,2019,80,Buckingham County
life_expectancy_white,2019,79,Campbell County
life_expectancy_white,2019,77,Caroline County
life_expectancy_white,2019,,Carroll County
life_expectancy_white,2019,74,Charles City County
life_expectancy_white,2019,75,Charlotte County
life_expectancy_white,2019,79,Chesterfield County
life_expectancy_white,2019,,Clarke County
life_expectancy_white,2019,,Craig County
life_expectancy_white,2019,78,Culpeper County
life_expectancy_white,2019,80,Cumberland County
life_expectancy_white,2019,,Dickenson County
life_expectancy_white,2019,76,Dinwiddie County
life_expectancy_white,2019,76,Essex County
life_expectancy_white,2019,85,Fairfax County
life_expectancy_white,2019,80,Fauquier County
life_expectancy_white,2019,,Floyd County
life_expectancy_white,2019,81,Fluvanna County
life_expectancy_white,2019,78,Franklin County
life_expectancy_white,2019,80,Frederick County
life_expectancy_white,2019,,Giles County
life_expectancy_white,2019,77,Gloucester County
life_expectancy_white,2019,82,Goochland County
life_expectancy_white,2019,,Grayson County
life_expectancy_white,2019,,Greene County
life_expectancy_white,2019,74,Greensville County
life_expectancy_white,2019,76,Halifax County
life_expectancy_white,2019,80,Hanover County
life_expectancy_white,2019,79,Henrico County
life_expectancy_white,2019,76,Henry County
life_expectancy_white,2019,,Highland County
life_expectancy_white,2019,79,Isle of Wight County
life_expectancy_white,2019,83,James City County
life_expectancy_white,2019,75,King and Queen County
life_expectancy_white,2019,79,King George County
life_expectancy_white,2019,78,King William County
life_expectancy_white,2019,77,Lancaster County
life_expectancy_white,2019,,Lee County
life_expectancy_white,2019,84,Loudoun County
life_expectancy_white,2019,78,Louisa County
life_expectancy_white,2019,78,Lunenburg County
life_expectancy_white,2019,,Madison County
life_expectancy_white,2019,,Mathews County
life_expectancy_white,2019,76,Mecklenburg County
life_expectancy_white,2019,78,Middlesex County
life_expectancy_white,2019,80,Montgomery County
life_expectancy_white,2019,78,Nelson County
life_expectancy_white,2019,78,New Kent County
life_expectancy_white,2019,78,Northampton County
life_expectancy_white,2019,81,Northumberland County
life_expectancy_white,2019,75,Nottoway County
life_expectancy_white,2019,78,Orange County
life_expectancy_white,2019,,Page County
life_expectancy_white,2019,,Patrick County
life_expectancy_white,2019,77,Pittsylvania County
life_expectancy_white,2019,80,Powhatan County
life_expectancy_white,2019,79,Prince Edward County
life_expectancy_white,2019,79,Prince George County
life_expectancy_white,2019,82,Prince William County
life_expectancy_white,2019,76,Pulaski County
life_expectancy_white,2019,,Rappahannock County
life_expectancy_white,2019,78,Richmond County
life_expectancy_white,2019,79,Roanoke County
life_expectancy_white,2019,,Rockbridge County
life_expectancy_white,2019,81,Rockingham County
life_expectancy_white,2019,,Russell County
life_expectancy_white,2019,,Scott County
life_expectancy_white,2019,79,Shenandoah County
life_expectancy_white,2019,,Smyth County
life_expectancy_white,2019,79,Southampton County
life_expectancy_white,2019,79,Spotsylvania County
life_expectancy_white,2019,80,Stafford County
life_expectancy_white,2019,77,Surry County
life_expectancy_white,2019,73,Sussex County
life_expectancy_white,2019,,Tazewell County
life_expectancy_white,2019,75,Warren County
life_expectancy_white,2019,,Washington County
life_expectancy_white,2019,75,Westmoreland County
life_expectancy_white,2019,73,Wise County
life_expectancy_white,2019,,Wythe County
life_expectancy_white,2019,82,York County
life_expectancy_white,2019,85,Alexandria City
life_expectancy_white,2019,,Bristol City
life_expectancy_white,2019,,Buena Vista City
life_expectancy_white,2019,81,Charlottesville City
life_expectancy_white,2019,79,Chesapeake City
life_expectancy_white,2019,75,Colonial Heights City
life_expectancy_white,2019,,Covington City
life_expectancy_white,2019,72,Danville City
life_expectancy_white,2019,,Emporia City
life_expectancy_white,2019,77,Fairfax City
life_expectancy_white,2019,,Falls Church City
life_expectancy_white,2019,74,Franklin City
life_expectancy_white,2019,78,Fredericksburg City
life_expectancy_white,2019,,Galax City
life_expectancy_white,2019,76,Hampton City
life_expectancy_white,2019,80,Harrisonburg City
life_expectancy_white,2019,70,Hopewell City
life_expectancy_white,2019,,Lexington City
life_expectancy_white,2019,78,Lynchburg City
life_expectancy_white,2019,77,Manassas City
life_expectancy_white,2019,81,Manassas Park City
life_expectancy_white,2019,68,Martinsville City
life_expectancy_white,2019,78,Newport News City
life_expectancy_white,2019,77,Norfolk City
life_expectancy_white,2019,,Norton City
life_expectancy_white,2019,61,Petersburg City
life_expectancy_white,2019,,Poquoson City
life_expectancy_white,2019,76,Portsmouth City
life_expectancy_white,2019,77,Radford City
life_expectancy_white,2019,83,Richmond City
life_expectancy_white,2019,74,Roanoke City
life_expectancy_white,2019,76,Salem City
life_expectancy_white,2019,75,Staunton City
life_expectancy_white,2019,79,Suffolk City
life_expectancy_white,2019,81,Virginia Beach City
life_expectancy_white,2019,76,Waynesboro City
life_expectancy_white,2019,84,Williamsburg City
life_expectancy_white,2019,78,Winchester City
life_expectancy_white,2020,77,Accomack County
life_expectancy_white,2020,83,Albemarle County
life_expectancy_white,2020,,Alleghany County
life_expectancy_white,2020,74,Amelia County
life_expectancy_white,2020,77,Amherst County
life_expectancy_white,2020,78,Appomattox County
life_expectancy_white,2020,86,Arlington County
life_expectancy_white,2020,80,Augusta County
life_expectancy_white,2020,,Bath County
life_expectancy_white,2020,79,Bedford County
life_expectancy_white,2020,,Bland County
life_expectancy_white,2020,,Botetourt County
life_expectancy_white,2020,78,Brunswick County
life_expectancy_white,2020,,Buchanan County
life_expectancy_white,2020,80,Buckingham County
life_expectancy_white,2020,78,Campbell County
life_expectancy_white,2020,77,Caroline County
life_expectancy_white,2020,,Carroll County
life_expectancy_white,2020,77,Charles City County
life_expectancy_white,2020,75,Charlotte County
life_expectancy_white,2020,79,Chesterfield County
life_expectancy_white,2020,,Clarke County
life_expectancy_white,2020,,Craig County
life_expectancy_white,2020,79,Culpeper County
life_expectancy_white,2020,79,Cumberland County
life_expectancy_white,2020,,Dickenson County
life_expectancy_white,2020,76,Dinwiddie County
life_expectancy_white,2020,78,Essex County
life_expectancy_white,2020,85,Fairfax County
life_expectancy_white,2020,80,Fauquier County
life_expectancy_white,2020,,Floyd County
life_expectancy_white,2020,82,Fluvanna County
life_expectancy_white,2020,78,Franklin County
life_expectancy_white,2020,79,Frederick County
life_expectancy_white,2020,,Giles County
life_expectancy_white,2020,77,Gloucester County
life_expectancy_white,2020,83,Goochland County
life_expectancy_white,2020,,Grayson County
life_expectancy_white,2020,,Greene County
life_expectancy_white,2020,75,Greensville County
life_expectancy_white,2020,76,Halifax County
life_expectancy_white,2020,79,Hanover County
life_expectancy_white,2020,79,Henrico County
life_expectancy_white,2020,74,Henry County
life_expectancy_white,2020,,Highland County
life_expectancy_white,2020,80,Isle of Wight County
life_expectancy_white,2020,82,James City County
life_expectancy_white,2020,74,King and Queen County
life_expectancy_white,2020,78,King George County
life_expectancy_white,2020,78,King William County
life_expectancy_white,2020,76,Lancaster County
life_expectancy_white,2020,,Lee County
life_expectancy_white,2020,84,Loudoun County
life_expectancy_white,2020,78,Louisa County
life_expectancy_white,2020,78,Lunenburg County
life_expectancy_white,2020,,Madison County
life_expectancy_white,2020,,Mathews County
life_expectancy_white,2020,77,Mecklenburg County
life_expectancy_white,2020,76,Middlesex County
life_expectancy_white,2020,80,Montgomery County
life_expectancy_white,2020,78,Nelson County
life_expectancy_white,2020,78,New Kent County
life_expectancy_white,2020,77,Northampton County
life_expectancy_white,2020,81,Northumberland County
life_expectancy_white,2020,75,Nottoway County
life_expectancy_white,2020,78,Orange County
life_expectancy_white,2020,,Page County
life_expectancy_white,2020,,Patrick County
life_expectancy_white,2020,76,Pittsylvania County
life_expectancy_white,2020,80,Powhatan County
life_expectancy_white,2020,79,Prince Edward County
life_expectancy_white,2020,79,Prince George County
life_expectancy_white,2020,81,Prince William County
life_expectancy_white,2020,75,Pulaski County
life_expectancy_white,2020,,Rappahannock County
life_expectancy_white,2020,78,Richmond County
life_expectancy_white,2020,79,Roanoke County
life_expectancy_white,2020,,Rockbridge County
life_expectancy_white,2020,80,Rockingham County
life_expectancy_white,2020,,Russell County
life_expectancy_white,2020,,Scott County
life_expectancy_white,2020,78,Shenandoah County
life_expectancy_white,2020,,Smyth County
life_expectancy_white,2020,78,Southampton County
life_expectancy_white,2020,79,Spotsylvania County
life_expectancy_white,2020,80,Stafford County
life_expectancy_white,2020,78,Surry County
life_expectancy_white,2020,74,Sussex County
life_expectancy_white,2020,,Tazewell County
life_expectancy_white,2020,76,Warren County
life_expectancy_white,2020,,Washington County
life_expectancy_white,2020,76,Westmoreland County
life_expectancy_white,2020,72,Wise County
life_expectancy_white,2020,,Wythe County
life_expectancy_white,2020,81,York County
life_expectancy_white,2020,85,Alexandria City
life_expectancy_white,2020,,Bristol City
life_expectancy_white,2020,,Buena Vista City
life_expectancy_white,2020,82,Charlottesville City
life_expectancy_white,2020,78,Chesapeake City
life_expectancy_white,2020,74,Colonial Heights City
life_expectancy_white,2020,,Covington City
life_expectancy_white,2020,71,Danville City
life_expectancy_white,2020,,Emporia City
life_expectancy_white,2020,76,Fairfax City
life_expectancy_white,2020,,Falls Church City
