Category,Variable,Year,County,FIPS,Value,County2,GEOID
economic_stability,median_household_income,2017,Page,51139,45691,Page County,51139
economic_stability,median_household_income,2017,Patrick,51141,40421,Patrick County,51141
economic_stability,median_household_income,2017,Pittsylvania,51143,47411,Pittsylvania County,51143
economic_stability,median_household_income,2017,Powhatan,51145,87756,Powhatan County,51145
economic_stability,median_household_income,2017,Prince Edward,51147,43761,Prince Edward County,51147
economic_stability,median_household_income,2017,Prince George,51149,68884,Prince George County,51149
economic_stability,median_household_income,2017,Prince William,51153,100431,Prince William County,51153
economic_stability,median_household_income,2017,Pulaski,51155,48743,Pulaski County,51155
economic_stability,median_household_income,2017,Rappahannock,51157,68166,Rappahannock County,51157
economic_stability,median_household_income,2017,Richmond,51159,48355,Richmond County,51159
economic_stability,median_household_income,2017,Roanoke,51161,65171,Roanoke County,51161
economic_stability,median_household_income,2017,Rockbridge,51163,53606,Rockbridge County,51163
economic_stability,median_household_income,2017,Rockingham,51165,59492,Rockingham County,51165
economic_stability,median_household_income,2017,Russell,51167,39219,Russell County,51167
economic_stability,median_household_income,2017,Scott,51169,39640,Scott County,51169
economic_stability,median_household_income,2017,Shenandoah,51171,56733,Shenandoah County,51171
economic_stability,median_household_income,2017,Smyth,51173,42008,Smyth County,51173
economic_stability,median_household_income,2017,Southampton,51175,49512,Southampton County,51175
economic_stability,median_household_income,2017,Spotsylvania,51177,85743,Spotsylvania County,51177
economic_stability,median_household_income,2017,Stafford,51179,111184,Stafford County,51179
economic_stability,median_household_income,2017,Surry,51181,49064,Surry County,51181
economic_stability,median_household_income,2017,Sussex,51183,41594,Sussex County,51183
economic_stability,median_household_income,2017,Tazewell,51185,38855,Tazewell County,51185
economic_stability,median_household_income,2017,Warren,51187,63785,Warren County,51187
economic_stability,median_household_income,2017,Washington,51191,49866,Washington County,51191
economic_stability,median_household_income,2017,Westmoreland,51193,50046,Westmoreland County,51193
economic_stability,median_household_income,2017,Wise,51195,37460,Wise County,51195
economic_stability,median_household_income,2017,Wythe,51197,46795,Wythe County,51197
economic_stability,median_household_income,2017,York,51199,85292,York County,51199
economic_stability,median_household_income,2017,Alexandria City,51510,99959,Alexandria City,51510
economic_stability,median_household_income,2017,Bristol City,51520,38232,Bristol City,51520
economic_stability,median_household_income,2017,Buena Vista City,51530,42924,Buena Vista City,51530
economic_stability,median_household_income,2017,Charlottesville City,51540,54034,Charlottesville City,51540
economic_stability,median_household_income,2017,Chesapeake City,51550,75529,Chesapeake City,51550
economic_stability,median_household_income,2017,Colonial Heights City,51570,53769,Colonial Heights City,51570
economic_stability,median_household_income,2017,Covington City,51580,38000,Covington City,51580
economic_stability,median_household_income,2017,Danville City,51590,33626,Danville City,51590
economic_stability,median_household_income,2017,Emporia City,51595,35770,Emporia City,51595
economic_stability,median_household_income,2017,Fairfax City,51600,99662,Fairfax City,51600
economic_stability,median_household_income,2017,Falls Church City,51610,123923,Falls Church City,51610
economic_stability,median_household_income,2017,Franklin City,51620,37117,Franklin City,51620
economic_stability,median_household_income,2017,Fredericksburg City,51630,56580,Fredericksburg City,51630
economic_stability,median_household_income,2017,Galax City,51640,33391,Galax City,51640
economic_stability,median_household_income,2017,Hampton City,51650,52894,Hampton City,51650
economic_stability,median_household_income,2017,Harrisonburg City,51660,44688,Harrisonburg City,51660
economic_stability,median_household_income,2017,Hopewell City,51670,40209,Hopewell City,51670
economic_stability,median_household_income,2017,Lexington City,51678,47749,Lexington City,51678
economic_stability,median_household_income,2017,Lynchburg City,51680,44122,Lynchburg City,51680
economic_stability,median_household_income,2017,Manassas City,51683,75621,Manassas City,51683
economic_stability,median_household_income,2017,Manassas Park City,51685,80482,Manassas Park City,51685
economic_stability,median_household_income,2017,Martinsville City,51690,34463,Martinsville City,51690
economic_stability,median_household_income,2017,Newport News City,51700,49635,Newport News City,51700
economic_stability,median_household_income,2017,Norfolk City,51710,48218,Norfolk City,51710
economic_stability,median_household_income,2017,Norton City,51720,33442,Norton City,51720
economic_stability,median_household_income,2017,Petersburg City,51730,36038,Petersburg City,51730
economic_stability,median_household_income,2017,Poquoson City,51735,99089,Poquoson City,51735
economic_stability,median_household_income,2017,Portsmouth City,51740,48532,Portsmouth City,51740
economic_stability,median_household_income,2017,Radford City,51750,40941,Radford City,51750
economic_stability,median_household_income,2017,Richmond City,51760,46073,Richmond City,51760
economic_stability,median_household_income,2017,Roanoke City,51770,43135,Roanoke City,51770
economic_stability,median_household_income,2017,Salem City,51775,54989,Salem City,51775
economic_stability,median_household_income,2017,Staunton City,51790,51551,Staunton City,51790
economic_stability,median_household_income,2017,Suffolk City,51800,68961,Suffolk City,51800
economic_stability,median_household_income,2017,Virginia Beach City,51810,72126,Virginia Beach City,51810
economic_stability,median_household_income,2017,Waynesboro City,51820,44008,Waynesboro City,51820
economic_stability,median_household_income,2017,Williamsburg City,51830,53737,Williamsburg City,51830
economic_stability,median_household_income,2017,Winchester City,51840,49588,Winchester City,51840
economic_stability,median_household_income,2018,Accomack,51001,42879,Accomack County,51001
economic_stability,median_household_income,2018,Albemarle,51003,80392,Albemarle County,51003
economic_stability,median_household_income,2018,Alleghany,51005,46538,Alleghany County,51005
economic_stability,median_household_income,2018,Amelia,51007,57280,Amelia County,51007
economic_stability,median_household_income,2018,Amherst,51009,50580,Amherst County,51009
economic_stability,median_household_income,2018,Appomattox,51011,51131,Appomattox County,51011
economic_stability,median_household_income,2018,Arlington,51013,120950,Arlington County,51013
economic_stability,median_household_income,2018,Augusta,51015,60556,Augusta County,51015
economic_stability,median_household_income,2018,Bath,51017,50564,Bath County,51017
economic_stability,median_household_income,2018,Bedford,51019,61186,Bedford County,51019
economic_stability,median_household_income,2018,Bland,51021,47681,Bland County,51021
economic_stability,median_household_income,2018,Botetourt,51023,71874,Botetourt County,51023
economic_stability,median_household_income,2018,Brunswick,51025,41803,Brunswick County,51025
economic_stability,median_household_income,2018,Buchanan,51027,32144,Buchanan County,51027
economic_stability,median_household_income,2018,Buckingham,51029,45889,Buckingham County,51029
economic_stability,median_household_income,2018,Campbell,51031,51525,Campbell County,51031
economic_stability,median_household_income,2018,Caroline,51033,67335,Caroline County,51033
economic_stability,median_household_income,2018,Carroll,51035,41517,Carroll County,51035
economic_stability,median_household_income,2018,Charles City,51036,56872,Charles City County,51036
economic_stability,median_household_income,2018,Charlotte,51037,41382,Charlotte County,51037
economic_stability,median_household_income,2018,Chesterfield,51041,80734,Chesterfield County,51041
economic_stability,median_household_income,2018,Clarke,51043,84021,Clarke County,51043
economic_stability,median_household_income,2018,Craig,51045,50858,Craig County,51045
economic_stability,median_household_income,2018,Culpeper,51047,72111,Culpeper County,51047
economic_stability,median_household_income,2018,Cumberland,51049,46300,Cumberland County,51049
economic_stability,median_household_income,2018,Dickenson,51051,35047,Dickenson County,51051
economic_stability,median_household_income,2018,Dinwiddie,51053,57257,Dinwiddie County,51053
economic_stability,median_household_income,2018,Essex,51057,50785,Essex County,51057
economic_stability,median_household_income,2018,Fairfax,51059,122035,Fairfax County,51059
economic_stability,median_household_income,2018,Fauquier,51061,93462,Fauquier County,51061
economic_stability,median_household_income,2018,Floyd,51063,48315,Floyd County,51063
economic_stability,median_household_income,2018,Fluvanna,51065,73463,Fluvanna County,51065
economic_stability,median_household_income,2018,Franklin,51067,53522,Franklin County,51067
economic_stability,median_household_income,2018,Frederick,51069,77684,Frederick County,51069
economic_stability,median_household_income,2018,Giles,51071,50591,Giles County,51071
economic_stability,median_household_income,2018,Gloucester,51073,70938,Gloucester County,51073
economic_stability,median_household_income,2018,Goochland,51075,89331,Goochland County,51075
economic_stability,median_household_income,2018,Grayson,51077,37550,Grayson County,51077
economic_stability,median_household_income,2018,Greene,51079,67498,Greene County,51079
economic_stability,median_household_income,2018,Greensville,51081,43533,Greensville County,51081
economic_stability,median_household_income,2018,Halifax,51083,43096,Halifax County,51083
economic_stability,median_household_income,2018,Hanover,51085,91028,Hanover County,51085
economic_stability,median_household_income,2018,Henrico,51087,68581,Henrico County,51087
economic_stability,median_household_income,2018,Henry,51089,36471,Henry County,51089
economic_stability,median_household_income,2018,Highland,51091,45089,Highland County,51091
economic_stability,median_household_income,2018,Isle of Wight,51093,72993,Isle of Wight County,51093
economic_stability,median_household_income,2018,James City,51095,86541,James City County,51095
economic_stability,median_household_income,2018,King and Queen,51097,51124,King and Queen County,51097
economic_stability,median_household_income,2018,King George,51099,86619,King George County,51099
economic_stability,median_household_income,2018,King William,51101,68724,King William County,51101
economic_stability,median_household_income,2018,Lancaster,51103,52814,Lancaster County,51103
economic_stability,median_household_income,2018,Lee,51105,34796,Lee County,51105
economic_stability,median_household_income,2018,Loudoun,51107,140382,Loudoun County,51107
economic_stability,median_household_income,2018,Louisa,51109,63714,Louisa County,51109
economic_stability,median_household_income,2018,Lunenburg,51111,41421,Lunenburg County,51111
economic_stability,median_household_income,2018,Madison,51113,60450,Madison County,51113
economic_stability,median_household_income,2018,Mathews,51115,61764,Mathews County,51115
economic_stability,median_household_income,2018,Mecklenburg,51117,44832,Mecklenburg County,51117
economic_stability,median_household_income,2018,Middlesex,51119,54871,Middlesex County,51119
economic_stability,median_household_income,2018,Montgomery,51121,52538,Montgomery County,51121
economic_stability,median_household_income,2018,Nelson,51125,56690,Nelson County,51125
economic_stability,median_household_income,2018,New Kent,51127,90858,New Kent County,51127
economic_stability,median_household_income,2018,Northampton,51131,43157,Northampton County,51131
economic_stability,median_household_income,2018,Northumberland,51133,55418,Northumberland County,51133
economic_stability,median_household_income,2018,Nottoway,51135,46368,Nottoway County,51135
economic_stability,median_household_income,2018,Orange,51137,63681,Orange County,51137
economic_stability,median_household_income,2018,Page,51139,49073,Page County,51139
economic_stability,median_household_income,2018,Patrick,51141,42862,Patrick County,51141
economic_stability,median_household_income,2018,Pittsylvania,51143,44710,Pittsylvania County,51143
economic_stability,median_household_income,2018,Powhatan,51145,88475,Powhatan County,51145
economic_stability,median_household_income,2018,Prince Edward,51147,48450,Prince Edward County,51147
economic_stability,median_household_income,2018,Prince George,51149,68133,Prince George County,51149
economic_stability,median_household_income,2018,Prince William,51153,106200,Prince William County,51153
economic_stability,median_household_income,2018,Pulaski,51155,50834,Pulaski County,51155
economic_stability,median_household_income,2018,Rappahannock,51157,71035,Rappahannock County,51157
economic_stability,median_household_income,2018,Richmond,51159,49399,Richmond County,51159
economic_stability,median_household_income,2018,Roanoke,51161,68734,Roanoke County,51161
economic_stability,median_household_income,2018,Rockbridge,51163,53413,Rockbridge County,51163
economic_stability,median_household_income,2018,Rockingham,51165,61375,Rockingham County,51165
economic_stability,median_household_income,2018,Russell,51167,38966,Russell County,51167
economic_stability,median_household_income,2018,Scott,51169,40161,Scott County,51169
economic_stability,median_household_income,2018,Shenandoah,51171,55283,Shenandoah County,51171
economic_stability,median_household_income,2018,Smyth,51173,40972,Smyth County,51173
economic_stability,median_household_income,2018,Southampton,51175,52741,Southampton County,51175
economic_stability,median_household_income,2018,Spotsylvania,51177,86695,Spotsylvania County,51177
economic_stability,median_household_income,2018,Stafford,51179,108421,Stafford County,51179
economic_stability,median_household_income,2018,Surry,51181,54663,Surry County,51181
economic_stability,median_household_income,2018,Sussex,51183,43031,Sussex County,51183
economic_stability,median_household_income,2018,Tazewell,51185,42074,Tazewell County,51185
economic_stability,median_household_income,2018,Warren,51187,65635,Warren County,51187
economic_stability,median_household_income,2018,Washington,51191,45510,Washington County,51191
economic_stability,median_household_income,2018,Westmoreland,51193,51414,Westmoreland County,51193
economic_stability,median_household_income,2018,Wise,51195,38045,Wise County,51195
economic_stability,median_household_income,2018,Wythe,51197,46345,Wythe County,51197
economic_stability,median_household_income,2018,York,51199,86317,York County,51199
economic_stability,median_household_income,2018,Alexandria City,51510,99425,Alexandria City,51510
economic_stability,median_household_income,2018,Bristol City,51520,36903,Bristol City,51520
economic_stability,median_household_income,2018,Buena Vista City,51530,43390,Buena Vista City,51530
economic_stability,median_household_income,2018,Charlottesville City,51540,56997,Charlottesville City,51540
economic_stability,median_household_income,2018,Chesapeake City,51550,78846,Chesapeake City,51550
economic_stability,median_household_income,2018,Colonial Heights City,51570,56800,Colonial Heights City,51570
economic_stability,median_household_income,2018,Covington City,51580,40504,Covington City,51580
economic_stability,median_household_income,2018,Danville City,51590,36015,Danville City,51590
economic_stability,median_household_income,2018,Emporia City,51595,36908,Emporia City,51595
economic_stability,median_household_income,2018,Fairfax City,51600,105532,Fairfax City,51600
economic_stability,median_household_income,2018,Falls Church City,51610,137551,Falls Church City,51610
economic_stability,median_household_income,2018,Franklin City,51620,37327,Franklin City,51620
economic_stability,median_household_income,2018,Fredericksburg City,51630,58448,Fredericksburg City,51630
economic_stability,median_household_income,2018,Galax City,51640,36571,Galax City,51640
economic_stability,median_household_income,2018,Hampton City,51650,54763,Hampton City,51650
economic_stability,median_household_income,2018,Harrisonburg City,51660,42640,Harrisonburg City,51660
economic_stability,median_household_income,2018,Hopewell City,51670,42568,Hopewell City,51670
economic_stability,median_household_income,2018,Lexington City,51678,48726,Lexington City,51678
economic_stability,median_household_income,2018,Lynchburg City,51680,43200,Lynchburg City,51680
economic_stability,median_household_income,2018,Manassas City,51683,79141,Manassas City,51683
economic_stability,median_household_income,2018,Manassas Park City,51685,77032,Manassas Park City,51685
economic_stability,median_household_income,2018,Martinsville City,51690,33892,Martinsville City,51690
economic_stability,median_household_income,2018,Newport News City,51700,50283,Newport News City,51700
economic_stability,median_household_income,2018,Norfolk City,51710,48519,Norfolk City,51710
economic_stability,median_household_income,2018,Norton City,51720,34442,Norton City,51720
economic_stability,median_household_income,2018,Petersburg City,51730,37049,Petersburg City,51730
economic_stability,median_household_income,2018,Poquoson City,51735,96057,Poquoson City,51735
economic_stability,median_household_income,2018,Portsmouth City,51740,47343,Portsmouth City,51740
economic_stability,median_household_income,2018,Radford City,51750,39254,Radford City,51750
economic_stability,median_household_income,2018,Richmond City,51760,48747,Richmond City,51760
economic_stability,median_household_income,2018,Roanoke City,51770,42715,Roanoke City,51770
economic_stability,median_household_income,2018,Salem City,51775,57274,Salem City,51775
economic_stability,median_household_income,2018,Staunton City,51790,47319,Staunton City,51790
economic_stability,median_household_income,2018,Suffolk City,51800,69753,Suffolk City,51800
economic_stability,median_household_income,2018,Virginia Beach City,51810,76520,Virginia Beach City,51810
economic_stability,median_household_income,2018,Waynesboro City,51820,47117,Waynesboro City,51820
economic_stability,median_household_income,2018,Williamsburg City,51830,52845,Williamsburg City,51830
economic_stability,median_household_income,2018,Winchester City,51840,51456,Winchester City,51840
economic_stability,median_household_income,2019,Accomack,51001,47335,Accomack County,51001
economic_stability,median_household_income,2019,Albemarle,51003,86332,Albemarle County,51003
economic_stability,median_household_income,2019,Alleghany,51005,53341,Alleghany County,51005
economic_stability,median_household_income,2019,Amelia,51007,60096,Amelia County,51007
economic_stability,median_household_income,2019,Amherst,51009,56218,Amherst County,51009
economic_stability,median_household_income,2019,Appomattox,51011,54609,Appomattox County,51011
economic_stability,median_household_income,2019,Arlington,51013,118986,Arlington County,51013
economic_stability,median_household_income,2019,Augusta,51015,63621,Augusta County,51015
economic_stability,median_household_income,2019,Bath,51017,54385,Bath County,51017
economic_stability,median_household_income,2019,Bedford,51019,66591,Bedford County,51019
economic_stability,median_household_income,2019,Bland,51021,49023,Bland County,51021
economic_stability,median_household_income,2019,Botetourt,51023,74178,Botetourt County,51023
economic_stability,median_household_income,2019,Brunswick,51025,43835,Brunswick County,51025
economic_stability,median_household_income,2019,Buchanan,51027,36881,Buchanan County,51027
economic_stability,median_household_income,2019,Buckingham,51029,47202,Buckingham County,51029
economic_stability,median_household_income,2019,Campbell,51031,48984,Campbell County,51031
economic_stability,median_household_income,2019,Caroline,51033,64647,Caroline County,51033
economic_stability,median_household_income,2019,Carroll,51035,45698,Carroll County,51035
economic_stability,median_household_income,2019,Charles City,51036,56465,Charles City County,51036
economic_stability,median_household_income,2019,Charlotte,51037,43001,Charlotte County,51037
economic_stability,median_household_income,2019,Chesterfield,51041,81641,Chesterfield County,51041
economic_stability,median_household_income,2019,Clarke,51043,85567,Clarke County,51043
economic_stability,median_household_income,2019,Craig,51045,53319,Craig County,51045
economic_stability,median_household_income,2019,Culpeper,51047,79739,Culpeper County,51047
economic_stability,median_household_income,2019,Cumberland,51049,52005,Cumberland County,51049
economic_stability,median_household_income,2019,Dickenson,51051,37161,Dickenson County,51051
economic_stability,median_household_income,2019,Dinwiddie,51053,58474,Dinwiddie County,51053
economic_stability,median_household_income,2019,Essex,51057,53538,Essex County,51057
economic_stability,median_household_income,2019,Fairfax,51059,127898,Fairfax County,51059
economic_stability,median_household_income,2019,Fauquier,51061,103827,Fauquier County,51061
economic_stability,median_household_income,2019,Floyd,51063,52277,Floyd County,51063
economic_stability,median_household_income,2019,Fluvanna,51065,75089,Fluvanna County,51065
economic_stability,median_household_income,2019,Franklin,51067,61878,Franklin County,51067
economic_stability,median_household_income,2019,Frederick,51069,83672,Frederick County,51069
economic_stability,median_household_income,2019,Giles,51071,53111,Giles County,51071
economic_stability,median_household_income,2019,Gloucester,51073,71715,Gloucester County,51073
economic_stability,median_household_income,2019,Goochland,51075,100444,Goochland County,51075
economic_stability,median_household_income,2019,Grayson,51077,41312,Grayson County,51077
economic_stability,median_household_income,2019,Greene,51079,73345,Greene County,51079
economic_stability,median_household_income,2019,Greensville,51081,47315,Greensville County,51081
economic_stability,median_household_income,2019,Halifax,51083,42619,Halifax County,51083
economic_stability,median_household_income,2019,Hanover,51085,90824,Hanover County,51085
economic_stability,median_household_income,2019,Henrico,51087,68975,Henrico County,51087
economic_stability,median_household_income,2019,Henry,51089,41908,Henry County,51089
economic_stability,median_household_income,2019,Highland,51091,45917,Highland County,51091
economic_stability,median_household_income,2019,Isle of Wight,51093,78749,Isle of Wight County,51093
economic_stability,median_household_income,2019,James City,51095,92773,James City County,51095
economic_stability,median_household_income,2019,King and Queen,51097,54185,King and Queen County,51097
economic_stability,median_household_income,2019,King George,51099,85657,King George County,51099
economic_stability,median_household_income,2019,King William,51101,73035,King William County,51101
economic_stability,median_household_income,2019,Lancaster,51103,55072,Lancaster County,51103
economic_stability,median_household_income,2019,Lee,51105,35878,Lee County,51105
economic_stability,median_household_income,2019,Loudoun,51107,151806,Loudoun County,51107
economic_stability,median_household_income,2019,Louisa,51109,64135,Louisa County,51109
economic_stability,median_household_income,2019,Lunenburg,51111,44860,Lunenburg County,51111
economic_stability,median_household_income,2019,Madison,51113,66397,Madison County,51113
economic_stability,median_household_income,2019,Mathews,51115,69112,Mathews County,51115
economic_stability,median_household_income,2019,Mecklenburg,51117,43128,Mecklenburg County,51117
economic_stability,median_household_income,2019,Middlesex,51119,58834,Middlesex County,51119
economic_stability,median_household_income,2019,Montgomery,51121,58740,Montgomery County,51121
economic_stability,median_household_income,2019,Nelson,51125,55804,Nelson County,51125
economic_stability,median_household_income,2019,New Kent,51127,102619,New Kent County,51127
economic_stability,median_household_income,2019,Northampton,51131,45235,Northampton County,51131
economic_stability,median_household_income,2019,Northumberland,51133,60385,Northumberland County,51133
economic_stability,median_household_income,2019,Nottoway,51135,45913,Nottoway County,51135
economic_stability,median_household_income,2019,Orange,51137,71691,Orange County,51137
economic_stability,median_household_income,2019,Page,51139,52877,Page County,51139
economic_stability,median_household_income,2019,Patrick,51141,43568,Patrick County,51141
economic_stability,median_household_income,2019,Pittsylvania,51143,51682,Pittsylvania County,51143
economic_stability,median_household_income,2019,Powhatan,51145,94293,Powhatan County,51145
economic_stability,median_household_income,2019,Prince Edward,51147,44586,Prince Edward County,51147
economic_stability,median_household_income,2019,Prince George,51149,74518,Prince George County,51149
economic_stability,median_household_income,2019,Prince William,51153,106208,Prince William County,51153
economic_stability,median_household_income,2019,Pulaski,51155,54086,Pulaski County,51155
economic_stability,median_household_income,2019,Rappahannock,51157,79086,Rappahannock County,51157
economic_stability,median_household_income,2019,Richmond,51159,49758,Richmond County,51159
economic_stability,median_household_income,2019,Roanoke,51161,71742,Roanoke County,51161
economic_stability,median_household_income,2019,Rockbridge,51163,58501,Rockbridge County,51163
economic_stability,median_household_income,2019,Rockingham,51165,67242,Rockingham County,51165
economic_stability,median_household_income,2019,Russell,51167,40345,Russell County,51167
economic_stability,median_household_income,2019,Scott,51169,41288,Scott County,51169
economic_stability,median_household_income,2019,Shenandoah,51171,59087,Shenandoah County,51171
economic_stability,median_household_income,2019,Smyth,51173,41964,Smyth County,51173
economic_stability,median_household_income,2019,Southampton,51175,62327,Southampton County,51175
economic_stability,median_household_income,2019,Spotsylvania,51177,90262,Spotsylvania County,51177
economic_stability,median_household_income,2019,Stafford,51179,109090,Stafford County,51179
economic_stability,median_household_income,2019,Surry,51181,59069,Surry County,51181
economic_stability,median_household_income,2019,Sussex,51183,45134,Sussex County,51183
economic_stability,median_household_income,2019,Tazewell,51185,43619,Tazewell County,51185
economic_stability,median_household_income,2019,Warren,51187,69878,Warren County,51187
economic_stability,median_household_income,2019,Washington,51191,52387,Washington County,51191
economic_stability,median_household_income,2019,Westmoreland,51193,54885,Westmoreland County,51193
economic_stability,median_household_income,2019,Wise,51195,42372,Wise County,51195
economic_stability,median_household_income,2019,Wythe,51197,48543,Wythe County,51197
economic_stability,median_household_income,2019,York,51199,91535,York County,51199
economic_stability,median_household_income,2019,Alexandria City,51510,102589,Alexandria City,51510
economic_stability,median_household_income,2019,Bristol City,51520,37678,Bristol City,51520
economic_stability,median_household_income,2019,Buena Vista City,51530,44752,Buena Vista City,51530
economic_stability,median_household_income,2019,Charlottesville City,51540,58717,Charlottesville City,51540
economic_stability,median_household_income,2019,Chesapeake City,51550,77361,Chesapeake City,51550
economic_stability,median_household_income,2019,Colonial Heights City,51570,57688,Colonial Heights City,51570
economic_stability,median_household_income,2019,Covington City,51580,41842,Covington City,51580
economic_stability,median_household_income,2019,Danville City,51590,36073,Danville City,51590
economic_stability,median_household_income,2019,Emporia City,51595,38631,Emporia City,51595
economic_stability,median_household_income,2019,Fairfax City,51600,106430,Fairfax City,51600
economic_stability,median_household_income,2019,Falls Church City,51610,137849,Falls Church City,51610
economic_stability,median_household_income,2019,Franklin City,51620,45433,Franklin City,51620
economic_stability,median_household_income,2019,Fredericksburg City,51630,62121,Fredericksburg City,51630
economic_stability,median_household_income,2019,Galax City,51640,37229,Galax City,51640
economic_stability,median_household_income,2019,Hampton City,51650,55816,Hampton City,51650
economic_stability,median_household_income,2019,Harrisonburg City,51660,48189,Harrisonburg City,51660
economic_stability,median_household_income,2019,Hopewell City,51670,38293,Hopewell City,51670
economic_stability,median_household_income,2019,Lexington City,51678,54204,Lexington City,51678
economic_stability,median_household_income,2019,Lynchburg City,51680,50612,Lynchburg City,51680
economic_stability,median_household_income,2019,Manassas City,51683,84405,Manassas City,51683
economic_stability,median_household_income,2019,Manassas Park City,51685,83145,Manassas Park City,51685
economic_stability,median_household_income,2019,Martinsville City,51690,37814,Martinsville City,51690
economic_stability,median_household_income,2019,Newport News City,51700,53022,Newport News City,51700
economic_stability,median_household_income,2019,Norfolk City,51710,52437,Norfolk City,51710
economic_stability,median_household_income,2019,Norton City,51720,38062,Norton City,51720
economic_stability,median_household_income,2019,Petersburg City,51730,40240,Petersburg City,51730
economic_stability,median_household_income,2019,Poquoson City,51735,98217,Poquoson City,51735
economic_stability,median_household_income,2019,Portsmouth City,51740,50411,Portsmouth City,51740
economic_stability,median_household_income,2019,Radford City,51750,41530,Radford City,51750
economic_stability,median_household_income,2019,Richmond City,51760,50949,Richmond City,51760
economic_stability,median_household_income,2019,Roanoke City,51770,45534,Roanoke City,51770
economic_stability,median_household_income,2019,Salem City,51775,54888,Salem City,51775
economic_stability,median_household_income,2019,Staunton City,51790,54296,Staunton City,51790
economic_stability,median_household_income,2019,Suffolk City,51800,77847,Suffolk City,51800
economic_stability,median_household_income,2019,Virginia Beach City,51810,78491,Virginia Beach City,51810
economic_stability,median_household_income,2019,Waynesboro City,51820,44619,Waynesboro City,51820
economic_stability,median_household_income,2019,Williamsburg City,51830,56569,Williamsburg City,51830
economic_stability,median_household_income,2019,Winchester City,51840,60254,Winchester City,51840
economic_stability,median_household_income,2020,Accomack,51001,44127,Accomack County,51001
economic_stability,median_household_income,2020,Albemarle,51003,79708,Albemarle County,51003
economic_stability,median_household_income,2020,Alleghany,51005,52281,Alleghany County,51005
economic_stability,median_household_income,2020,Amelia,51007,70511,Amelia County,51007
economic_stability,median_household_income,2020,Amherst,51009,61111,Amherst County,51009
economic_stability,median_household_income,2020,Appomattox,51011,55152,Appomattox County,51011
economic_stability,median_household_income,2020,Arlington,51013,125004,Arlington County,51013
economic_stability,median_household_income,2020,Augusta,51015,67698,Augusta County,51015
economic_stability,median_household_income,2020,Bath,51017,56165,Bath County,51017
economic_stability,median_household_income,2020,Bedford,51019,70004,Bedford County,51019
economic_stability,median_household_income,2020,Bland,51021,56637,Bland County,51021
economic_stability,median_household_income,2020,Botetourt,51023,70803,Botetourt County,51023
economic_stability,median_household_income,2020,Brunswick,51025,45556,Brunswick County,51025
economic_stability,median_household_income,2020,Buchanan,51027,35891,Buchanan County,51027
economic_stability,median_household_income,2020,Buckingham,51029,49339,Buckingham County,51029
economic_stability,median_household_income,2020,Campbell,51031,59223,Campbell County,51031
economic_stability,median_household_income,2020,Caroline,51033,67663,Caroline County,51033
economic_stability,median_household_income,2020,Carroll,51035,48555,Carroll County,51035
economic_stability,median_household_income,2020,Charles City,51036,61850,Charles City County,51036
economic_stability,median_household_income,2020,Charlotte,51037,45084,Charlotte County,51037
economic_stability,median_household_income,2020,Chesterfield,51041,83598,Chesterfield County,51041
economic_stability,median_household_income,2020,Clarke,51043,88407,Clarke County,51043
economic_stability,median_household_income,2020,Craig,51045,57314,Craig County,51045
economic_stability,median_household_income,2020,Culpeper,51047,80151,Culpeper County,51047
economic_stability,median_household_income,2020,Cumberland,51049,51035,Cumberland County,51049
economic_stability,median_household_income,2020,Dickenson,51051,38394,Dickenson County,51051
economic_stability,median_household_income,2020,Dinwiddie,51053,63567,Dinwiddie County,51053
economic_stability,median_household_income,2020,Essex,51057,56134,Essex County,51057
economic_stability,median_household_income,2020,Fairfax,51059,132509,Fairfax County,51059
economic_stability,median_household_income,2020,Fauquier,51061,106977,Fauquier County,51061
economic_stability,median_household_income,2020,Floyd,51063,54262,Floyd County,51063
economic_stability,median_household_income,2020,Fluvanna,51065,79598,Fluvanna County,51065
economic_stability,median_household_income,2020,Franklin,51067,61714,Franklin County,51067
economic_stability,median_household_income,2020,Frederick,51069,83033,Frederick County,51069
economic_stability,median_household_income,2020,Giles,51071,55983,Giles County,51071
economic_stability,median_household_income,2020,Gloucester,51073,73893,Gloucester County,51073
economic_stability,median_household_income,2020,Goochland,51075,101927,Goochland County,51075
economic_stability,median_household_income,2020,Grayson,51077,45896,Grayson County,51077
economic_stability,median_household_income,2020,Greene,51079,70046,Greene County,51079
economic_stability,median_household_income,2020,Greensville,51081,48578,Greensville County,51081
economic_stability,median_household_income,2020,Halifax,51083,43386,Halifax County,51083
economic_stability,median_household_income,2020,Hanover,51085,97717,Hanover County,51085
economic_stability,median_household_income,2020,Henrico,51087,80105,Henrico County,51087
economic_stability,median_household_income,2020,Henry,51089,41706,Henry County,51089
economic_stability,median_household_income,2020,Highland,51091,52898,Highland County,51091
economic_stability,median_household_income,2020,Isle of Wight,51093,75481,Isle of Wight County,51093
economic_stability,median_household_income,2020,James City,51095,86501,James City County,51095
economic_stability,median_household_income,2020,King and Queen,51097,60133,King and Queen County,51097
economic_stability,median_household_income,2020,King George,51099,90786,King George County,51099
economic_stability,median_household_income,2020,King William,51101,79313,King William County,51101
economic_stability,median_household_income,2020,Lancaster,51103,55539,Lancaster County,51103
economic_stability,median_household_income,2020,Lee,51105,38229,Lee County,51105
